token_text	predicates	gold predicates	arguments	gold arguments
anyone	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	_
've	PRED	PRED	_	_
read	PRED	PRED	_	_
some	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
reviews	_	PRED	_	_
below	_	_	_	_
and	_	_	_	_
would	_	_	_	_
like	PRED	PRED	_	_
to	_	_	_	_
state	PRED	PRED	_	_
that	_	_	_	_
yes	_	_	_	_
,	_	_	_	_
like	_	_	_	_
any	_	_	_	_
other	_	_	_	_
doctor	_	_	_	_
s	_	_	_	_
office	_	_	_	_
there	_	_	_	_
is	PRED	PRED	_	_
sometimes	_	_	_	_
a	_	_	_	_
wait	_	_	_	_
(	_	_	_	_
depending	_	_	_	_
on	_	_	_	_
what	_	_	_	_
other	_	_	_	_
patients	_	_	ARG	_
are	PRED	PRED	_	_
being	_	PRED	_	_
seen	PRED	PRED	_	_
for	_	_	_	_
)	_	_	_	_
and	_	_	_	_
some	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
tests	_	PRED	_	_
and	_	_	_	_
procedures	_	PRED	_	_
that	_	_	ARG	_
are	PRED	PRED	_	_
ran	PRED	PRED	_	_
can	_	_	_	_
be	PRED	PRED	_	_
costly	_	_	_	_
(	_	_	_	_
just	_	_	_	_
like	_	_	_	_
they	_	_	ARG	_
would	_	_	_	_
be	PRED	PRED	_	_
for	_	_	_	_
any	_	_	_	_
other	_	_	_	_
medical	_	_	_	_
tests	_	PRED	_	_
elsewhere	_	_	_	_
if	_	_	_	_
you	_	_	ARG	_
do	PRED	PRED	_	_
not	_	_	_	_
have	PRED	PRED	_	_
insurance	_	_	ARG	_
)	_	_	_	_
...	_	_	_	_
I	_	_	ARG	_
have	PRED	PRED	_	_
seen	PRED	PRED	_	_
several	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
providers	_	_	_	_
from	_	_	_	_
the	_	_	_	_
office	_	_	_	_
and	_	_	_	_
have	PRED	PRED	_	_
not	_	_	_	_
once	_	_	_	_
been	PRED	PRED	_	_
shown	PRED	PRED	_	_
anything	_	_	ARG	_
but	_	_	_	_
care	_	PRED	_	_
and	_	_	_	_
consideration	_	PRED	_	_
.	_	_	_	_
I	_	_	ARG	ARG
ca	_	_	_	ARG
nt	_	_	_	ARG
speak	PRED	PRED	_	_
for	_	_	ARG	_
them	_	_	_	ARG
but	_	_	_	_
any	_	_	_	_
tests	_	PRED	ARG	_
or	_	_	_	_
appointments	_	PRED	_	_
they	_	_	ARG	_
recommend	PRED	PRED	_	_
are	PRED	PRED	_	_
probably	_	_	_	_
in	_	_	_	_
the	_	_	_	_
best	_	_	_	_
interests	_	PRED	_	_
of	_	_	_	_
us	_	_	_	_
(	_	_	_	_
the	_	_	_	_
patient	_	_	_	_
)	_	_	_	_
and	_	_	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
the	_	_	_	_
ability	_	_	ARG	_
to	_	_	_	_
decline	PRED	PRED	_	_
anything	_	_	ARG	_
that	_	_	ARG	_
they	_	_	ARG	_
suggest	PRED	PRED	_	_
to	_	_	_	_
you	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	_
personally	_	_	_	_
have	PRED	PRED	_	_
had	PRED	PRED	_	_
wonderful	_	_	_	_
service	_	PRED	ARG	_
and	_	_	_	_
if	_	_	_	_
you	_	_	ARG	_
re	PRED	PRED	_	_
truely	_	_	_	_
looking	_	PRED	_	_
for	_	_	_	_
a	_	_	_	_
FAMILY	_	_	_	_
practice	_	_	_	_
...	_	_	_	_
Warner	_	_	_	_
Family	_	_	ARG	_
is	PRED	PRED	_	_
the	_	_	_	_
place	_	_	_	_
for	_	_	_	_
you	_	_	_	_
.	_	_	_	_
We	_	_	ARG	ARG
read	PRED	PRED	_	_
the	_	_	_	_
good	_	_	_	_
reviews	_	PRED	ARG	ARG
before	_	_	_	_
going	_	PRED	_	ARG
and	_	_	_	_
had	PRED	PRED	_	_
high	_	_	_	_
hopes	_	PRED	ARG	_
..	_	_	_	_
but	_	_	_	_
to	_	_	_	_
our	_	_	_	_
dismay	_	_	ARG	_
it	_	_	ARG	_
did	PRED	PRED	_	_
nt	_	_	_	_
turn	PRED	PRED	_	_
out	_	_	_	_
that	_	_	_	_
way	_	PRED	_	_
!	_	_	_	_
~	_	_	_	_
It	_	_	ARG	_
took	PRED	PRED	_	_
over	_	_	_	_
40	_	_	_	_
mins	_	_	ARG	ARG
to	_	_	_	_
be	PRED	PRED	_	_
taken	PRED	PRED	_	ARG
to	_	_	_	_
our	_	_	_	_
table	_	_	ARG	_
,	_	_	_	_
once	_	_	_	_
there	_	_	_	_
it	_	_	ARG	_
took	PRED	PRED	_	_
another	_	_	_	_
20	_	_	_	_
mins	_	_	ARG	_
to	_	_	_	_
get	PRED	PRED	_	_
our	_	_	_	_
orders	_	PRED	ARG	_
and	_	_	_	_
a	_	_	_	_
further	_	_	_	_
45	_	_	_	_
mins	_	_	_	_
till	_	_	_	_
our	_	_	_	_
starters	_	_	ARG	_
landed	PRED	PRED	_	_
on	_	_	_	_
our	_	_	_	_
table	_	_	_	_
.	_	_	_	_
Very	_	_	_	_
frustrating	_	_	_	_
for	_	_	_	_
a	_	_	_	_
restaurant	_	_	_	ARG
that	_	_	ARG	ARG
has	PRED	PRED	_	_
1	_	_	_	_
rosette	_	_	ARG	ARG
and	_	_	_	_
is	PRED	PRED	_	_
supposedly	_	_	_	_
renowned	_	_	_	_
for	_	_	_	_
the	_	_	_	_
service	_	PRED	_	_
...	_	_	_	_
hmm	_	_	_	_
There	_	_	_	_
was	PRED	PRED	_	_
no	_	_	_	_
canape's	_	_	_	_
or	_	_	_	_
amuse	_	_	_	_
to	_	_	_	_
keep	PRED	PRED	_	_
us	_	_	ARG	_
occupied	_	_	_	_
,	_	_	_	_
once	_	_	_	_
we	_	_	ARG	_
complained	PRED	PRED	_	_
about	_	_	_	_
the	_	_	_	_
wait	_	_	_	_
they	_	_	ARG	_
took	PRED	PRED	_	_
us	_	_	ARG	_
something	_	_	ARG	_
to	_	_	_	_
nibble	PRED	PRED	_	_
on	_	_	_	_
but	_	_	_	_
that	_	_	ARG	_
took	PRED	PRED	_	_
us	_	_	ARG	_
getting	_	PRED	_	_
out	_	_	_	_
our	_	_	_	_
chairs	_	_	ARG	_
and	_	_	_	_
wondering	_	PRED	_	_
round	_	_	_	_
to	_	_	_	_
do	PRED	PRED	_	_
that	_	_	ARG	_
and	_	_	_	_
it	_	_	ARG	_
was	PRED	PRED	_	_
impossible	_	PRED	_	_
to	_	_	_	_
get	PRED	PRED	_	_
anyone	_	_	_	_
s	_	_	_	_
attention	_	PRED	ARG	_
.	_	_	_	_
Scallops	_	_	ARG	ARG
were	PRED	PRED	_	_
overcooked	_	_	_	ARG
and	_	_	_	_
the	_	_	_	_
foie	_	_	_	_
gras	_	_	ARG	_
was	PRED	PRED	_	_
cold	_	PRED	_	_
but	_	_	_	_
the	_	_	_	_
rest	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
food	_	_	_	_
was	PRED	PRED	_	_
lovely	_	PRED	_	_
.	_	_	_	_
On	_	_	_	_
top	_	_	_	ARG
of	_	_	_	_
that	_	_	_	_
though	_	_	_	ARG
they	_	_	ARG	ARG
tried	PRED	PRED	_	_
to	_	_	_	_
charge	PRED	PRED	_	ARG
us	_	_	ARG	_
service	_	_	_	_
charge	_	PRED	ARG	_
just	_	_	_	_
to	_	_	_	_
rub	PRED	PRED	_	_
it	_	_	ARG	_
it	_	_	ARG	_
....	_	_	_	_
Would	_	_	_	ARG
n't	_	_	_	ARG
go	PRED	PRED	_	_
back	_	_	_	ARG
as	_	_	_	_
there	_	_	_	_
are	PRED	PRED	_	ARG
a	_	_	_	_
lot	_	_	_	_
of	_	_	_	_
places	_	_	_	_
A	_	_	_	_
LOT	_	_	_	_
better	_	_	_	_
and	_	_	_	_
cheaper	_	_	_	_
.	_	_	_	_
Hot	_	_	_	_
Iron	_	_	ARG	_
has	PRED	PRED	_	_
become	PRED	PRED	_	_
a	_	_	_	_
favorite	_	_	_	_
of	_	_	_	_
our	_	_	_	_
family	_	_	_	_
.	_	_	_	_
Everyone	_	_	ARG	ARG
can	_	_	_	ARG
get	PRED	PRED	_	_
the	_	_	_	_
signature	_	_	_	_
dish	_	_	ARG	ARG
with	_	_	_	_
ingredients	_	_	_	_
and	_	_	_	_
spices	_	_	_	_
that	_	_	ARG	_
they	_	_	ARG	_
want	PRED	PRED	_	_
and	_	_	_	_
have	PRED	PRED	_	_
the	_	_	_	_
fun	_	PRED	ARG	_
of	_	_	_	_
watching	_	PRED	_	_
it	_	_	ARG	_
cook	PRED	PRED	_	_
.	_	_	_	_
The	_	_	_	_
staff	_	_	ARG	ARG
are	PRED	PRED	_	_
very	_	_	_	_
friendly	_	PRED	_	ARG
and	_	_	_	_
conscientious	_	_	_	_
.	_	_	_	_
They	_	_	ARG	ARG
always	_	_	_	ARG
ask	PRED	PRED	_	_
if	_	_	_	_
you	_	_	ARG	_
have	PRED	PRED	_	ARG
meat	_	_	ARG	_
in	_	_	_	_
your	_	_	_	_
dish	_	_	_	_
,	_	_	_	_
(	_	_	_	_
for	_	_	_	_
vegetarians	_	_	_	ARG
like	_	_	_	_
me	_	_	_	_
)	_	_	_	_
,	_	_	_	_
they	_	_	ARG	_
scrub	PRED	PRED	_	_
an	_	_	_	_
area	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
grill	_	_	_	_
and	_	_	_	_
use	PRED	PRED	_	_
separate	_	_	_	_
utensils	_	_	ARG	_
to	_	_	_	_
cook	PRED	PRED	_	_
.	_	_	_	_
They	_	_	ARG	_
do	PRED	PRED	_	_
n't	_	_	_	_
just	_	_	_	_
dump	PRED	PRED	_	_
your	_	_	_	_
ingredients	_	_	ARG	_
on	_	_	_	_
and	_	_	_	_
cook	PRED	PRED	_	_
either	_	_	_	_
,	_	_	_	_
but	_	_	_	_
carefully	_	_	_	_
separate	PRED	PRED	_	_
meat	_	_	ARG	_
to	_	_	_	_
the	_	_	_	_
hotter	_	_	_	_
parts	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
grill	_	_	_	_
and	_	_	_	_
still	_	_	_	_
manage	PRED	PRED	_	_
to	_	_	_	_
keep	PRED	PRED	_	_
the	_	_	_	_
veggies	_	_	ARG	_
from	_	_	_	_
turning	_	PRED	_	_
to	_	_	_	_
mush	_	_	ARG	_
.	_	_	_	_
The	_	_	_	_
selection	_	PRED	ARG	_
of	_	_	_	_
meats	_	_	_	ARG
,	_	_	_	_
veggies	_	_	_	_
and	_	_	_	_
sauces	_	_	_	_
is	PRED	PRED	_	_
awesome	_	PRED	_	_
too	_	_	_	_
!	_	_	_	_
Every	_	_	_	_
time	_	_	_	ARG
we	_	_	ARG	ARG
go	PRED	PRED	_	_
they	_	_	ARG	_
seem	PRED	PRED	_	_
to	_	_	_	_
have	PRED	PRED	_	_
a	_	_	_	_
different	_	_	_	_
ingredient	_	_	ARG	_
or	_	_	_	_
two	_	_	_	_
which	_	_	ARG	_
keeps	PRED	PRED	_	_
things	_	_	ARG	_
interesting	_	PRED	_	_
.	_	_	_	_
Meats	_	_	ARG	_
are	PRED	PRED	_	_
kept	PRED	PRED	_	_
VERY	_	_	_	_
cold	_	PRED	_	_
,	_	_	_	_
seafood	_	_	ARG	_
smells	PRED	PRED	_	_
fresh	_	PRED	_	_
and	_	_	_	_
the	_	_	_	_
serving	_	_	_	_
bar	_	_	ARG	_
is	PRED	PRED	_	_
VERY	_	_	_	_
clean	_	PRED	_	_
.	_	_	_	_
Prices	_	PRED	ARG	_
are	PRED	PRED	_	_
reasonable	_	PRED	_	_
,	_	_	_	_
(	_	_	_	_
Kid	_	_	_	_
s	_	_	_	_
meals	_	_	ARG	_
are	PRED	PRED	_	_
around	_	_	_	_
4.99	_	_	_	_
)	_	_	_	_
and	_	_	_	_
Wednesday's	_	_	_	_
they	_	_	ARG	_
have	PRED	PRED	_	_
discount	_	_	_	_
dinner	_	_	_	_
prices	_	PRED	ARG	_
,	_	_	_	_
I	_	_	ARG	_
believe	PRED	PRED	_	_
.	_	_	_	_
It	_	_	ARG	ARG
was	PRED	PRED	_	_
my	_	_	_	_
birthday	_	_	_	ARG
and	_	_	_	_
I	_	_	ARG	_
had	PRED	PRED	_	_
a	_	_	_	_
last	_	_	_	_
minute	_	_	_	_
idea	_	_	ARG	_
to	_	_	_	_
have	PRED	PRED	_	_
a	_	_	_	_
bakery	_	_	_	_
cake	_	_	ARG	_
instead	_	_	_	_
of	_	_	_	_
one	_	_	_	_
pre-made	PRED	PRED	ARG	_
in	_	_	_	_
a	_	_	_	_
convenience	_	_	_	_
store	_	_	_	_
,	_	_	_	_
but	_	_	_	_
the	_	_	_	_
problem	_	_	ARG	_
was	PRED	PRED	_	_
it	_	_	ARG	_
was	PRED	PRED	_	_
the	_	_	_	_
day	_	_	_	_
before	_	_	_	_
Valentine	_	_	_	_
s	_	_	_	_
and	_	_	_	_
when	_	_	_	_
many	_	_	_	_
bakeries	_	_	ARG	_
turned	PRED	PRED	_	_
me	_	_	ARG	_
down	_	_	_	_
for	_	_	_	_
a	_	_	_	_
plain	_	_	_	_
vanilla	_	_	_	_
rectangle	_	_	_	_
cake	_	_	_	_
,	_	_	_	_
Fiona	_	_	ARG	_
stepped	PRED	PRED	_	_
up	_	_	_	_
to	_	_	_	_
the	_	_	_	_
plate	_	_	ARG	_
and	_	_	_	_
was	PRED	PRED	_	_
able	_	PRED	_	_
to	_	_	_	_
make	PRED	PRED	_	_
a	_	_	_	_
fantastic	_	_	_	_
beautiful	_	_	_	_
cake	_	_	ARG	_
.	_	_	_	_
Not	_	_	_	_
only	_	_	_	_
did	PRED	_	_	_
it	_	_	ARG	ARG
taste	PRED	PRED	_	_
wonderful	_	PRED	_	ARG
,	_	_	_	_
but	_	_	_	_
the	_	_	_	_
texture	_	_	ARG	_
was	PRED	PRED	_	_
unbelievable	_	PRED	_	_
,	_	_	_	_
the	_	_	_	_
frosting	_	_	ARG	_
was	PRED	PRED	_	_
n't	_	_	_	_
overly	_	_	_	_
sweet	_	PRED	_	_
to	_	_	_	_
over	_	_	_	_
power	PRED	PRED	_	_
the	_	_	_	_
cake	_	_	ARG	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
cake	_	_	ARG	_
itself	_	_	_	_
was	PRED	PRED	_	_
just	_	_	_	_
amazingly	_	_	_	_
soft	_	PRED	_	_
,	_	_	_	_
and	_	_	_	_
fluffy	_	_	_	_
,	_	_	_	_
and	_	_	_	_
just	_	_	_	_
perfect	_	PRED	_	_
overall	_	_	_	_
.	_	_	_	_
Although	_	_	_	_
I	_	_	ARG	_
'll	_	_	_	_
have	PRED	PRED	_	_
to	_	_	_	_
drive	PRED	PRED	_	_
a	_	_	_	_
little	_	_	ARG	_
out	_	_	_	_
of	_	_	_	_
my	_	_	_	_
way	_	PRED	_	_
to	_	_	_	_
go	PRED	PRED	_	_
there	_	_	_	_
,	_	_	_	_
I	_	_	ARG	_
'll	_	_	_	_
gladly	_	_	_	_
do	PRED	PRED	_	_
it	_	_	ARG	_
knowing	_	PRED	_	_
that	_	_	_	_
since	_	_	_	_
she	_	_	ARG	_
's	PRED	PRED	_	_
been	PRED	PRED	_	_
astounding	_	PRED	_	_
to	_	_	_	_
me	_	_	ARG	_
once	_	_	_	_
before	_	_	_	_
that	_	_	_	_
she	_	_	ARG	_
'll	_	_	_	_
always	_	_	_	_
be	PRED	PRED	_	_
that	_	_	_	_
way	_	PRED	_	_
!	_	_	_	_
And	_	_	_	_
we	_	_	ARG	ARG
bought	PRED	PRED	_	_
a	_	_	_	_
few	_	_	_	_
cookies	_	_	ARG	ARG
there	_	_	_	ARG
too	_	_	_	ARG
,	_	_	_	_
they	_	_	ARG	_
were	PRED	PRED	_	_
fantastic	_	PRED	_	_
as	_	_	_	_
well	_	_	_	_
!	_	_	_	_
)	_	_	_	_
She	_	_	ARG	ARG
deserves	PRED	PRED	_	_
many	_	_	_	_
5	_	_	_	_
star	_	_	_	_
reviews	_	PRED	ARG	ARG
!!	_	_	_	_
Food	_	_	_	ARG
Craving	_	PRED	_	_
Gone	_	_	_	ARG
and	_	_	_	_
Weight	_	_	_	_
Loss	_	PRED	_	_
at	_	_	_	_
Acupuncture	_	_	_	_
Doctor	_	_	_	_
Before	_	_	_	_
treatment	_	PRED	_	_
,	_	_	_	_
my	_	_	_	_
food	_	_	_	_
cravings	_	_	ARG	_
were	PRED	PRED	_	_
|	|	_	_	_	_
out	_	_	_	_
of	_	_	_	_
control	_	PRED	_	_
|	|	_	_	_	_
which	_	_	ARG	_
caused	PRED	PRED	_	_
me	_	_	ARG	_
to	_	_	_	_
be	PRED	PRED	_	_
stressed	PRED	_	_	_
out	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
experienced	PRED	PRED	_	_
a	_	_	_	_
Definite	_	_	_	_
Decrease	_	PRED	ARG	ARG
in	_	_	_	_
food	_	_	_	_
craving	_	PRED	_	_
(	_	_	_	_
about	_	_	_	_
50	_	_	_	_
%	_	_	_	_
)	_	_	_	_
and	_	_	_	_
decrease	_	PRED	_	_
in	_	_	_	_
stress	_	_	_	_
after	_	_	_	_
the	_	_	_	_
1st	_	_	_	_
treatment	_	PRED	_	ARG
.	_	_	_	_
I	_	_	ARG	ARG
actually	_	_	_	ARG
loss	PRED	PRED	_	_
4	_	_	_	_
pounds	_	_	ARG	ARG
after	_	_	_	_
my	_	_	_	_
1st	_	_	_	_
treatment	_	PRED	_	ARG
and	_	_	_	_
2	_	_	_	_
pounds	_	_	_	_
after	_	_	_	_
my	_	_	_	_
2nd	_	_	_	_
treatment	_	PRED	_	_
.	_	_	_	_
I	_	_	ARG	ARG
was	PRED	PRED	_	_
amazed	_	PRED	_	ARG
.	_	_	_	_
I	_	_	ARG	ARG
am	PRED	PRED	_	_
now	_	_	ARG	ARG
more	_	_	_	_
at	_	_	_	_
peace	_	PRED	_	ARG
and	_	_	_	_
my	_	_	_	_
food	_	_	_	_
craving	_	PRED	ARG	_
is	PRED	PRED	_	_
about	_	_	_	_
99	_	_	_	_
%	_	_	ARG	_
gone	_	PRED	_	_
after	_	_	_	_
only	_	_	_	_
3	_	_	_	_
treatments	_	PRED	_	_
.	_	_	_	_
Before	_	_	_	_
coming	_	PRED	_	_
to	_	_	_	_
Acupuncture	_	_	_	_
DOCTOR	_	_	ARG	ARG
I	_	_	ARG	_
was	PRED	PRED	_	_
a	_	_	_	_
big	_	_	_	_
baby	_	_	_	_
about	_	_	_	_
needles	_	_	_	_
and	_	_	_	_
only	_	_	_	_
came	PRED	PRED	_	_
because	_	_	_	_
my	_	_	_	_
boyfriend	_	_	_	_
's	_	_	_	_
aunt	_	_	ARG	_
recommended	PRED	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
It	_	_	ARG	ARG
hurt	PRED	PRED	_	_
very	_	_	_	_
little	_	_	_	ARG
,	_	_	_	_
felt	PRED	PRED	_	_
more	_	_	_	_
like	_	_	_	_
pressure	_	_	_	_
than	_	_	_	_
pain	_	_	_	_
.	_	_	_	_
What	_	_	ARG	ARG
I	_	_	ARG	ARG
like	PRED	PRED	_	_
most	_	_	_	ARG
about	_	_	_	_
Dr.	_	_	_	ARG
Liau	_	_	_	_
is	PRED	PRED	_	_
that	_	_	_	_
she	_	_	ARG	_
is	PRED	PRED	_	_
very	_	_	_	_
caring	_	_	_	_
.	_	_	_	_
She	_	_	ARG	ARG
talks	PRED	PRED	_	_
to	_	_	_	_
you	_	_	ARG	ARG
at	_	_	_	_
each	_	_	_	_
appointment	_	PRED	_	ARG
.	_	_	_	_
I	_	_	ARG	ARG
can	_	_	_	ARG
tell	PRED	PRED	_	_
she	_	_	ARG	_
really	_	_	_	_
cares	PRED	PRED	_	ARG
and	_	_	_	_
wants	PRED	PRED	_	_
to	_	_	_	_
help	PRED	PRED	_	_
.	_	_	_	_
I	_	_	ARG	ARG
am	PRED	PRED	_	_
SO	_	_	_	_
GLAD	_	PRED	_	ARG
to	_	_	_	_
have	PRED	PRED	_	_
found	PRED	PRED	_	_
Dr.	_	_	_	_
Liau	_	_	ARG	_
.	_	_	_	_
Now	_	_	ARG	ARG
I	_	_	ARG	ARG
feel	PRED	PRED	_	_
more	_	_	_	_
confident	_	PRED	_	ARG
wearing	_	PRED	_	_
my	_	_	_	_
bathing	_	_	_	_
suit	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
summer	_	_	_	_
.	_	_	_	_
For	_	_	_	_
a	_	_	_	_
long	_	_	_	_
time	_	_	_	_
,	_	_	_	_
one	_	_	_	_
big	_	_	_	_
source	_	_	ARG	_
of	_	_	_	_
entertainment	_	_	_	_
missing	_	_	_	_
from	_	_	_	_
the	_	_	_	_
Richmond	_	_	_	ARG
City	_	_	_	ARG
Limits	_	PRED	_	_
was	PRED	PRED	_	_
a	_	_	_	_
first	_	_	_	_
-	_	_	_	_
run	_	PRED	_	_
multiplex	_	_	_	_
.	_	_	_	_
Bowtie	_	_	ARG	_
has	PRED	PRED	_	_
filled	PRED	PRED	_	_
that	_	_	_	_
role	_	_	ARG	_
nicely	_	_	_	_
.	_	_	_	_
The	_	_	_	_
theatre	_	_	ARG	ARG
is	PRED	PRED	_	_
in	_	_	_	_
an	_	_	_	_
old	_	_	_	_
brick	_	_	_	_
warehouse	_	_	_	ARG
,	_	_	_	_
which	_	_	ARG	_
is	PRED	PRED	_	_
a	_	_	_	_
block	_	_	_	_
away	_	_	_	_
from	_	_	_	_
the	_	_	_	_
Flying	_	_	_	_
Squirrels	_	_	_	_
stadium	_	_	_	_
.	_	_	_	_
The	_	_	_	_
owners	_	_	ARG	ARG
of	_	_	_	_
Bowtie	_	_	_	_
manged	PRED	PRED	_	_
to	_	_	_	_
add	PRED	PRED	_	ARG
something	_	_	ARG	_
new	_	_	_	_
while	_	_	_	_
preserving	_	PRED	_	_
what	_	_	ARG	_
was	PRED	PRED	_	_
already	_	_	ARG	_
there	_	_	_	_
.	_	_	_	_
The	_	_	_	_
theatre	_	_	ARG	_
has	PRED	PRED	_	_
greatly	_	_	_	_
improved	PRED	PRED	_	_
the	_	_	_	_
surrounding	_	_	_	_
neighborhood	_	_	ARG	_
.	_	_	_	_
There	_	_	_	_
's	PRED	PRED	_	_
plenty	_	_	_	ARG
of	_	_	_	_
parking	_	PRED	_	_
,	_	_	_	_
and	_	_	_	_
I	_	_	ARG	_
've	PRED	PRED	_	_
never	_	_	_	_
had	PRED	PRED	_	_
an	_	_	_	_
issue	_	PRED	ARG	_
with	_	_	_	_
audience	_	_	_	_
members	_	_	_	_
who	_	_	ARG	_
wo	_	_	_	_
n't	_	_	_	_
stop	PRED	PRED	_	_
talking	_	PRED	_	_
or	_	_	_	_
answering	_	PRED	_	_
their	_	_	_	_
cellphones	_	_	ARG	_
.	_	_	_	_
Expect	PRED	PRED	_	_
to	_	_	_	_
pay	PRED	PRED	_	ARG
full	_	_	_	_
price	_	PRED	ARG	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
theatres	_	_	ARG	_
themselves	_	_	_	_
are	PRED	PRED	_	_
on	_	_	_	_
the	_	_	_	_
small	_	_	_	_
side	_	_	_	_
.	_	_	_	_
But	_	_	_	_
if	_	_	_	_
you	_	_	ARG	ARG
like	PRED	PRED	_	_
going	_	PRED	_	ARG
to	_	_	_	_
the	_	_	_	_
movies	_	_	ARG	_
,	_	_	_	_
you	_	_	ARG	_
should	_	_	_	_
love	PRED	PRED	_	_
Bowtie	_	_	ARG	_
.	_	_	_	_
The	_	_	_	_
mangers	_	_	ARG	ARG
also	_	_	_	ARG
play	PRED	PRED	_	_
a	_	_	_	_
classic	_	_	_	_
movies	_	_	ARG	ARG
on	_	_	_	_
Sundays	_	_	_	ARG
,	_	_	_	_
you	_	_	ARG	_
can	_	_	_	_
get	PRED	PRED	_	_
a	_	_	_	_
beer	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
lobby	_	_	_	_
,	_	_	_	_
and	_	_	_	_
repeat	_	_	_	_
customers	_	_	ARG	_
can	_	_	_	_
get	PRED	PRED	_	_
discounts	_	PRED	ARG	_
if	_	_	_	_
they	_	_	ARG	_
have	PRED	PRED	_	_
a	_	_	_	_
member	_	_	_	_
card	_	_	ARG	_
.	_	_	_	_
My	_	_	_	ARG
first	_	_	_	ARG
visit	_	PRED	ARG	_
was	PRED	PRED	_	_
so	_	_	_	_
fun	_	PRED	_	_
yesterday	_	_	_	_
.	_	_	_	_
I	_	_	ARG	_
could	_	_	_	_
have	PRED	PRED	_	_
stayed	PRED	PRED	_	_
all	_	_	_	_
day	_	_	_	_
and	_	_	_	_
not	_	_	_	_
seen	PRED	PRED	_	_
all	_	_	_	_
the	_	_	_	_
things	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	_
am	PRED	PRED	_	_
doing	_	PRED	_	_
origami	_	_	_	_
jewelry	_	_	ARG	_
and	_	_	_	_
found	PRED	PRED	_	_
exactly	_	_	_	_
the	_	_	_	_
right	_	_	_	_
things	_	_	ARG	_
for	_	_	_	_
earrings	_	_	_	_
and	_	_	_	_
got	PRED	PRED	_	_
many	_	_	_	_
other	_	_	_	_
ideas	_	_	ARG	_
there	_	_	_	_
too	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
bought	PRED	PRED	_	_
a	_	_	_	_
beginner	_	_	_	_
s	_	_	_	_
quilling	_	_	ARG	_
set	_	_	_	ARG
and	_	_	_	_
like	_	_	_	_
making	_	PRED	_	_
the	_	_	_	_
filigree	_	_	_	_
forms	_	_	ARG	_
you	_	_	ARG	_
can	_	_	_	_
make	PRED	PRED	_	_
and	_	_	_	_
add	PRED	PRED	_	_
to	_	_	_	_
other	_	_	_	_
crafts	_	_	ARG	_
.	_	_	_	_
The	_	_	_	_
owner	_	_	ARG	_
,	_	_	_	_
Jean	_	_	_	_
,	_	_	_	_
has	PRED	PRED	_	_
been	PRED	PRED	_	_
there	_	_	_	_
31	_	_	_	_
years	_	_	_	_
!	_	_	_	_
She	_	_	ARG	ARG
is	PRED	PRED	_	_
a	_	_	_	_
super	_	_	_	_
sweet	_	_	_	_
,	_	_	_	_
lovable	_	_	_	_
and	_	_	_	_
well	_	_	_	_
-	_	_	_	_
informed	PRED	_	_	_
woman	_	_	_	ARG
with	_	_	_	_
a	_	_	_	_
great	_	_	_	_
sense	_	PRED	_	_
of	_	_	_	_
humor	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
really	_	_	_	ARG
enjoyed	PRED	PRED	_	_
meeting	_	PRED	_	ARG
her	_	_	ARG	_
and	_	_	_	_
happy	_	_	_	_
to	_	_	_	_
learn	PRED	PRED	_	_
she	_	_	ARG	_
comes	PRED	PRED	_	_
from	_	_	_	_
Oklahoma	_	_	_	_
and	_	_	_	_
has	PRED	PRED	_	_
the	_	_	_	_
values	_	_	ARG	_
of	_	_	_	_
a	_	_	_	_
solid	_	_	_	_
no	_	_	_	_
bs	_	_	_	_
country	_	_	_	_
girl	_	_	_	_
.	_	_	_	_
This	_	_	_	_
store	_	_	ARG	ARG
is	PRED	PRED	_	_
a	_	_	_	_
real	_	_	_	_
gem	_	_	_	ARG
and	_	_	_	_
has	PRED	PRED	_	_
much	_	_	ARG	_
to	_	_	_	_
offer	PRED	PRED	_	_
the	_	_	_	_
serious	_	_	_	_
crafter	_	_	ARG	_
or	_	_	_	_
the	_	_	_	_
occasional	_	_	_	_
crafter	_	_	_	_
.	_	_	_	_
By	_	_	_	_
the	_	_	_	_
way	_	PRED	_	_
,	_	_	_	_
Salmagundi	_	_	ARG	_
(	_	_	_	_
the	_	_	_	_
store	_	_	_	_
name	_	_	_	_
)	_	_	_	_
means	PRED	PRED	_	_
something	_	_	ARG	_
