token_text	predicates	gold predicates
grease	_	_
and	_	_
not	_	_
good	_	_
...	_	_
:(	_	_
I	_	_
hope	PRED	PRED
they	_	_
get	PRED	PRED
there	_	_
act	_	_
together	_	_
...	_	_
I	_	_
am	PRED	PRED
going	_	PRED
to	_	_
give	PRED	PRED
it	_	_
one	_	_
last	_	_
chance	_	PRED
in	_	_
next	_	_
few	_	_
months	_	_
and	_	_
see	PRED	PRED
??	_	_
I	_	_
called	PRED	PRED
them	_	_
for	_	_
an	_	_
estimate	_	PRED
and	_	_
they	_	_
INSULTED	PRED	PRED
ME	_	_
WHEN	_	_
I	_	_
ASK	PRED	PRED
THEM	_	_
QUESTIONS	_	PRED
.	_	_
THEY	_	_
ARE	PRED	PRED
VERY	_	_
RUDE	_	PRED
AND	_	_
NASTY	_	PRED
.	_	_
PLEASE	_	_
DO	PRED	PRED
N'T	_	_
USE	PRED	PRED
THIS	_	_
MOVING	_	_
COMPANY	_	_
IF	_	_
YOU	_	_
DO	PRED	PRED
N'T	_	_
WANT	PRED	PRED
TO	_	_
:	_	_
CRY	PRED	PRED
,	_	_
HAVE	PRED	PRED
TROUBLE	_	PRED
AND	_	_
A	_	_
BAD	_	_
EXPERIENCE	_	PRED
ON	_	_
THE	_	_
DAY	_	_
OF	_	_
YOUR	_	_
MOVE	_	PRED
.	_	_
THEY	_	_
WILL	_	_
GIVE	PRED	PRED
YOU	_	_
A	_	_
LOW	_	_
PRICE	_	PRED
OVER	_	_
THE	_	_
PHONE	_	_
AND	_	_
ON	_	_
THE	_	_
DAY	_	_
OF	_	_
YOUR	_	_
MOVE	_	PRED
THEY	_	_
WILL	_	_
CHANGE	PRED	PRED
THE	_	_
PRICE	_	PRED
,	_	_
I	_	_
GUARANTEE	PRED	PRED
IT	_	_
.	_	_
You	_	_
've	PRED	PRED
Got	PRED	PRED
Maids	_	_
did	PRED	PRED
a	_	_
fabulous	_	_
job	_	_
cleaning	_	PRED
my	_	_
home	_	_
.	_	_
I	_	_
am	PRED	PRED
hiring	_	PRED
them	_	_
to	_	_
come	PRED	PRED
once	_	_
a	_	_
week	_	_
now	_	_
that	_	_
they	_	_
got	PRED	PRED
my	_	_
house	_	_
to	_	_
where	_	_
they	_	_
can	_	_
maintain	PRED	PRED
it	_	_
for	_	_
only	_	_
an	_	_
hour	_	_
and	_	_
a	_	_
half	_	_
every	_	_
two	_	_
weeks	_	_
!	_	_
Beats	PRED	PRED
having	_	PRED
one	_	_
|	|	_	_
cleaning	_	_
lady	_	_
|	|	_	_
who	_	_
took	PRED	PRED
twice	_	_
as	_	_
long	_	_
and	_	_
did	PRED	PRED
not	_	_
do	PRED	PRED
a	_	_
very	_	_
through	_	_
job	_	_
like	_	_
the	_	_
|	|	_	_
maids	_	_
|	|	_	_
did	PRED	PRED
!	_	_
This	_	_
place	_	_
has	PRED	PRED
the	_	_
best	_	_
baby	_	_
and	_	_
children	_	_
s	_	_
clothes	_	_
.	_	_
Especially	_	_
high	_	_
end	_	_
keep	_	_
sake	_	_
sort	_	_
of	_	_
clothing	_	_
that	_	_
you	_	_
just	_	_
ca	_	_
nt	_	_
find	PRED	PRED
in	_	_
a	_	_
lot	_	_
of	_	_
stores	_	_
.	_	_
It	_	_
is	PRED	PRED
all	_	_
very	_	_
unique	_	PRED
and	_	_
you	_	_
wo	_	_
nt	_	_
find	PRED	PRED
any	_	_
other	_	_
baby	_	_
wearing	_	PRED
the	_	_
same	_	_
stuff	_	_
.	_	_
I	_	_
spent	PRED	PRED
quite	_	_
a	_	_
bit	_	_
because	_	_
I	_	_
spoil	PRED	PRED
my	_	_
little	_	_
princess	_	_
.	_	_
After	_	_
all	_	_
she	_	_
will	_	_
only	_	_
be	PRED	PRED
a	_	_
baby	_	_
for	_	_
so	_	_
long	_	_
I	_	_
figure	PRED	PRED
why	_	_
not	_	_
enjoy	PRED	PRED
it	_	_
.	_	_
I	_	_
visited	PRED	PRED
their	_	_
huge	_	_
Chicago	_	_
lighting	_	_
showroom	_	_
and	_	_
all	_	_
I	_	_
have	PRED	PRED
to	_	_
say	PRED	PRED
is	PRED	PRED
WOW	_	_
!!	_	_
Lots	_	_
of	_	_
collections	_	PRED
,	_	_
many	_	_
antique	_	_
light	_	_
fixtures	_	_
,	_	_
Chandeliers	_	_
,	_	_
custom	_	_
lighting	_	_
etc	_	_
.	_	_
I	_	_
think	PRED	PRED
they	_	_
have	PRED	PRED
the	_	_
largest	_	_
collection	_	PRED
for	_	_
Chandeliers	_	_
Chicago	_	_
.	_	_
I	_	_
would	_	_
recommend	PRED	PRED
them	_	_
for	_	_
any	_	_
custom	_	_
lighting	_	_
or	_	_
Lighting	_	_
Repair	_	PRED
and	_	_
Restoration	_	PRED
Chicago	_	_
Great	_	_
Food	_	_
Awesome	_	_
food	_	_
Awesome	_	_
service	_	PRED
I	_	_
wanted	PRED	PRED
to	_	_
try	PRED	PRED
someplace	_	_
new	_	_
again	_	_
.	_	_
This	_	_
place	_	_
rocked	PRED	PRED
.	_	_
Brought	PRED	PRED
my	_	_
wife	_	_
Deb	_	_
with	_	_
me	_	_
and	_	_
she	_	_
like	PRED	PRED
the	_	_
Fried	PRED	_
Crab	_	_
Wontons	_	_
and	_	_
said	PRED	PRED
they	_	_
were	PRED	PRED
good	_	PRED
..	_	_
We	_	_
also	_	_
had	PRED	PRED
the	_	_
BBQ	_	_
Spare	_	_
Ribs	_	_
..	_	_
good	_	_
also	_	_
.	_	_
I	_	_
ordered	PRED	PRED
the	_	_
MOO	_	_
SHU	_	_
pork	_	_
and	_	_
it	_	_
was	PRED	PRED
great	_	PRED
..	_	_
I	_	_
also	_	_
ordered	PRED	PRED
the	_	_
Neptune	_	_
Platter	_	_
which	_	_
was	PRED	PRED
awesome	_	PRED
...	_	_
so	_	_
this	_	_
place	_	_
gets	PRED	PRED
5	_	_
out	_	_
of	_	_
5	_	_
stars	_	_
.	_	_
DO	PRED	PRED
NOT	_	_
GO	PRED	PRED
HERE	_	_
!!!	_	_
I	_	_
went	PRED	PRED
to	_	_
get	PRED	PRED
my	_	_
nails	_	_
filled	PRED	PRED
Friday	_	_
,	_	_
by	_	_
Monday	_	_
2	_	_
were	PRED	PRED
broken	_	_
.	_	_
I	_	_
was	PRED	PRED
not	_	_
happy	_	PRED
with	_	_
the	_	_
way	_	PRED
they	_	_
looked	PRED	PRED
,	_	_
very	_	_
wavy	_	_
,	_	_
uneven	_	_
edges	_	_
,	_	_
and	_	_
with	_	_
the	_	_
exception	_	PRED
of	_	_
1	_	_
,	_	_
there	_	_
is	PRED	PRED
a	_	_
dip	_	_
in	_	_
the	_	_
center	_	_
of	_	_
each	_	_
nail	_	_
.	_	_
I	_	_
also	_	_
had	PRED	PRED
a	_	_
pedicure	_	_
,	_	_
and	_	_
they	_	_
cut	PRED	PRED
my	_	_
nails	_	_
too	_	_
short	_	PRED
,	_	_
one	_	_
of	_	_
my	_	_
big	_	_
toes	_	_
looks	PRED	PRED
like	_	_
it	_	_
s	PRED	PRED
getting	_	PRED
infected	_	PRED
.	_	_
No	_	_
way	_	PRED
.	_	_
I	_	_
'm	PRED	PRED
certainly	_	_
no	_	_
expert	_	_
on	_	_
asian	_	_
food	_	_
in	_	_
fact	_	_
not	_	_
even	_	_
a	_	_
lover	_	_
of	_	_
Vietnamese	_	_
food	_	_
but	_	_
I	_	_
wanted	PRED	PRED
to	_	_
try	PRED	PRED
the	_	_
real	_	_
things	_	_
here	_	_
at	_	_
A	_	_
Dong	_	_
.	_	_
Cold	_	_
,	_	_
slimy	_	_
,	_	_
tasteless	_	_
however	_	_
is	PRED	PRED
the	_	_
same	_	_
in	_	_
all	_	_
languages	_	_
and	_	_
foods	_	_
.	_	_
Not	_	_
good	_	_
,	_	_
not	_	_
great	_	_
,	_	_
and	_	_
again	_	_
another	_	_
disappointment	_	PRED
in	_	_
Central	_	_
Iowa	_	_
.	_	_
How	_	_
do	PRED	PRED
these	_	_
places	_	_
stay	PRED	PRED
in	_	_
business	_	_
.	_	_
This	_	_
town	_	_
needs	PRED	PRED
some	_	_
food	_	_
soul	_	_
and	_	_
this	_	_
is	PRED	PRED
not	_	_
it	_	_
.	_	_
My	_	_
girlfriend	_	_
and	_	_
I	_	_
ate	PRED	PRED
at	_	_
The	_	_
Grill	_	_
last	_	_
night	_	_
,	_	_
and	_	_
our	_	_
experience	_	PRED
was	PRED	PRED
amazing	_	PRED
.	_	_
Everything	_	_
we	_	_
ordered	PRED	PRED
was	PRED	PRED
prepared	PRED	PRED
to	_	_
perfection	_	PRED
,	_	_
and	_	_
was	PRED	PRED
presented	PRED	PRED
perfectly	_	_
.	_	_
The	_	_
asparagus	_	_
,	_	_
seared	PRED	_
tuna	_	_
,	_	_
and	_	_
lobster	_	_
tail	_	_
were	PRED	PRED
the	_	_
best	_	_
we	_	_
ever	_	_
had	PRED	PRED
.	_	_
Then	_	_
the	_	_
desserts	_	_
came	PRED	PRED
,	_	_
and	_	_
they	_	_
were	PRED	PRED
hands	_	_
down	_	_
the	_	_
best	_	_
dessert	_	_
we	_	_
ever	_	_
had	PRED	PRED
.	_	_
I	_	_
will	_	_
sum	PRED	PRED
it	_	_
up	_	_
with	_	_
,	_	_
it	_	_
was	PRED	PRED
worth	_	PRED
every	_	_
penny	_	_
!	_	_
It	_	_
was	PRED	PRED
the	_	_
best	_	_
Chinese	_	_
food	_	_
I	_	_
have	PRED	PRED
ever	_	_
had	PRED	PRED
.	_	_
All	_	_
the	_	_
food	_	_
tasted	PRED	PRED
excellent	_	PRED
,	_	_
and	_	_
with	_	_
the	_	_
new	_	_
renovation	_	PRED
of	_	_
chairs	_	_
and	_	_
the	_	_
bathroom	_	_
,	_	_
it	_	_
is	PRED	PRED
awesome	_	PRED
.	_	_
The	_	_
people	_	_
working	_	PRED
their	_	_
are	PRED	PRED
also	_	_
extremely	_	_
polite	_	_
and	_	_
friendly	_	PRED
.	_	_
Every	_	_
time	_	_
I	_	_
go	PRED	PRED
,	_	_
Kevin	_	_
,	_	_
the	_	_
manager	_	_
,	_	_
will	_	_
always	_	_
remember	PRED	PRED
my	_	_
family	_	_
and	_	_
I	_	_
.	_	_
Overall	_	_
,	_	_
it	_	_
is	PRED	PRED
very	_	_
family	_	_
oriented	_	_
,	_	_
and	_	_
I	_	_
recommend	PRED	PRED
it	_	_
to	_	_
everyone	_	_
!!!	_	_
Furnace	_	_
repair	_	PRED
Tiger	_	_
Heating	_	_
is	PRED	PRED
awesome	_	PRED
.	_	_
I	_	_
had	PRED	PRED
John	_	_
and	_	_
Dustin	_	_
working	_	PRED
feverishly	_	_
to	_	_
get	PRED	PRED
my	_	_
exhaust	_	_
motor	_	_
replaced	PRED	PRED
.	_	_
These	_	_
guys	_	_
were	PRED	PRED
absolutely	_	_
professional	_	_
.	_	_
John	_	_
was	PRED	PRED
here	_	_
in	_	_
45	_	_
minutes	_	_
after	_	_
I	_	_
called	PRED	PRED
on	_	_
a	_	_
10	_	_
below	_	_
zero	_	_
early	_	_
Sunday	_	_
morning	_	_
.	_	_
If	_	_
you	_	_
need	PRED	PRED
someone	_	_
to	_	_
help	PRED	PRED
you	_	_
out	_	_
with	_	_
your	_	_
heating	_	_
problems	_	_
,	_	_
I	_	_
DEFINITELY	_	_
would	_	_
call	PRED	PRED
TIGER	_	_
HEATING	_	_
and	_	_
AIR	_	_
.	_	_
My	_	_
family	_	_
and	_	_
I	_	_
thank	PRED	PRED
you	_	_
!!!!!!!!!!	_	_
They	_	_
Suck	PRED	PRED
Go	PRED	PRED
somewhere	_	_
else	_	_
...	_	_
Wanted	PRED	PRED
to	_	_
buy	PRED	PRED
a	_	_
Rhino	_	_
700	_	_
and	_	_
a	_	_
Grizzly	_	_
700	_	_
.	_	_
After	_	_
searching	_	PRED
high	_	_
and	_	_
low	_	_
for	_	_
a	_	_
salesman	_	_
,	_	_
I	_	_
was	PRED	PRED
treated	PRED	PRED
like	_	_
dirt	_	_
,	_	_
and	_	_
we	_	_
left	PRED	PRED
.	_	_
Parts	_	_
department	_	_
blows	PRED	PRED
,	_	_
Service	_	_
department	_	_
is	PRED	PRED
even	_	_
worse	_	PRED
.	_	_
I	_	_
live	PRED	PRED
10	_	_
minutes	_	_
from	_	_
Cycle	_	_
City	_	_
,	_	_
but	_	_
I	_	_
Drove	PRED	PRED
50	_	_
mile	_	_
south	_	_
to	_	_
Peachstate	_	_
Powersports	_	_
in	_	_
LaGrange	_	_
,	_	_
dealt	PRED	PRED
with	_	_
the	_	_
owner	_	_
,	_	_
Levi	_	_
,	_	_
and	_	_
was	PRED	PRED
well	_	_
taken	PRED	PRED
care	_	PRED
of	_	_
.	_	_
Nigel	_	_
from	_	_
Nidd	_	_
Design	_	_
has	PRED	PRED
always	_	_
provided	PRED	PRED
a	_	_
first	_	_
class	_	_
service	_	PRED
,	_	_
from	_	_
his	_	_
advice	_	_
and	_	_
professionalism	_	_
to	_	_
the	_	_
quality	_	_
of	_	_
his	_	_
design	_	_
drawings	_	PRED
and	_	_
planning	_	_
applications	_	PRED
.	_	_
His	_	_
knowledge	_	_
and	_	_
expertise	_	_
help	PRED	PRED
smooth	PRED	PRED
the	_	_
way	_	PRED
with	_	_
any	_	_
planning	_	_
application	_	PRED
,	_	_
ensuring	_	PRED
compliance	_	PRED
with	_	_
the	_	_
building	_	_
regulations	_	PRED
.	_	_
Once	_	_
you	_	_
have	PRED	PRED
met	PRED	PRED
Nigel	_	_
you	_	_
will	_	_
not	_	_
want	PRED	PRED
to	_	_
work	PRED	PRED
with	_	_
anyone	_	_
else	_	_
.	_	_
He	_	_
really	_	_
does	PRED	PRED
turn	PRED	PRED
your	_	_
dreams	_	PRED
into	_	_
reality	_	_
for	_	_
your	_	_
home	_	_
!	_	_
We	_	_
came	PRED	PRED
at	_	_
around	_	_
730	_	_
and	_	_
they	_	_
close	PRED	PRED
at	_	_
8	_	_
and	_	_
wanted	PRED	PRED
to	_	_
try	PRED	PRED
the	_	_
specials	_	_
but	_	_
they	_	_
were	PRED	PRED
out	_	_
for	_	_
the	_	_
day	_	_
so	_	_
I	_	_
would	_	_
say	PRED	PRED
go	PRED	PRED
way	_	_
before	_	_
they	_	_
close	PRED	PRED
.	_	_
Got	PRED	PRED
the	_	_
crab	_	_
rangoon	_	_
which	_	_
was	PRED	PRED
great	_	PRED
,	_	_
tofu	_	_
with	_	_
cabbage	_	_
which	_	_
was	PRED	PRED
spicy	_	_
but	_	_
good	_	PRED
and	_	_
shrimp	_	_
satay	_	_
which	_	_
was	PRED	PRED
also	_	_
good	_	PRED
.	_	_
Def	_	_
going	_	PRED
to	_	_
come	PRED	PRED
back	_	_
and	_	_
try	PRED	PRED
this	_	_
place	_	_
again	_	_
.	_	_
Bea	_	_
was	PRED	PRED
really	_	_
nice	_	PRED
and	_	_
asked	PRED	PRED
how	_	_
the	_	_
food	_	_
was	PRED	PRED
.	_	_
As	_	_
a	_	_
native	_	_
southern	_	_
Californian	_	_
I	_	_
can	_	_
tell	PRED	PRED
you	_	_
that	_	_
this	_	_
is	PRED	PRED
not	_	_
authentic	_	_
Mexican	_	_
food	_	_
.	_	_
However	_	_
,	_	_
I	_	_
still	_	_
like	PRED	PRED
this	_	_
place	_	_
a	_	_
lot	_	_
.	_	_
Margaritas	_	_
are	PRED	PRED
alright	_	PRED
.	_	_
My	_	_
only	_	_
complaint	_	PRED
is	PRED	PRED
the	_	_
QUESO	_	_
.	_	_
It	_	_
used	PRED	PRED
to	_	_
be	PRED	PRED
fabulous	_	PRED
,	_	_
why	_	_
did	PRED	PRED
you	_	_
guys	_	_
change	PRED	PRED
it	_	_
??	_	_
Queso	_	_
should	_	_
not	_	_
be	PRED	PRED
watery	_	_
:(	_	_
.....	_	_
***	_	_
update	_	PRED
***	_	_
NEVER	_	_
MIND	PRED	PRED
!	_	_
They	_	_
fixed	PRED	PRED
the	_	_
queso	_	_
!	_	_
Thank	PRED	PRED
you	_	_
thank	PRED	PRED
you	_	_
There	_	_
are	PRED	PRED
so	_	_
many	_	_
wonderful	_	_
great	_	_
places	_	_
to	_	_
dine	PRED	PRED
in	_	_
houston	_	_
....	_	_
do	PRED	PRED
n't	_	_
.	_	_
waste	PRED	PRED
your	_	_
time	_	_
here	_	_
.	_	_
I	_	_
had	PRED	PRED
the	_	_
morelias	_	_
enchiladas	_	_
.	_	_
The	_	_
sauce	_	_
was	PRED	PRED
dry	_	_
and	_	_
the	_	_
enchiladas	_	_
did	PRED	PRED
not	_	_
taste	PRED	PRED
good	_	PRED
.	_	_
at	_	_
all	_	_
.	_	_
In	_	_
fact	_	_
my	_	_
friend	_	_
vomited	PRED	PRED
after	_	_
our	_	_
meal	_	_
.	_	_
Maybe	_	_
we	_	_
ordered	PRED	PRED
the	_	_
wrong	_	_
dish	_	_
but	_	_
my	_	_
experience	_	PRED
here	_	_
was	PRED	PRED
poor	_	PRED
.	_	_
Service	_	PRED
was	PRED	PRED
okay	_	_
not	_	_
great	_	PRED
,	_	_
we	_	_
came	PRED	PRED
for	_	_
a	_	_
late	_	_
lunch	_	_
.	_	_
I	_	_
do	PRED	PRED
n't	_	_
recommend	PRED	PRED
this	_	_
place	_	_
.	_	_
Skylight	_	_
repair	_	PRED
My	_	_
skylight	_	_
was	PRED	PRED
making	_	PRED
a	_	_
horrible	_	_
noise	_	_
when	_	_
the	_	_
wind	_	_
blew	PRED	PRED
.	_	_
James	_	_
Bateman	_	_
came	PRED	PRED
the	_	_
day	_	_
I	_	_
called	PRED	PRED
and	_	_
fixed	PRED	PRED
the	_	_
problem	_	_
quickly	_	_
and	_	_
efficiently	_	_
.	_	_
He	_	_
also	_	_
inspected	PRED	PRED
my	_	_
entie	_	_
roof	_	_
to	_	_
see	PRED	PRED
if	_	_
there	_	_
was	PRED	PRED
anything	_	_
else	_	_
that	_	_
needed	PRED	PRED
attention	_	PRED
.	_	_
He	_	_
called	PRED	PRED
the	_	_
next	_	_
day	_	_
to	_	_
see	PRED	PRED
if	_	_
everything	_	_
was	PRED	PRED
to	_	_
my	_	_
satisfaction	_	PRED
.	_	_
When	_	_
the	_	_
next	_	_
hailstorm	_	PRED
blows	PRED	PRED
through	_	_
,	_	_
I	_	_
will	_	_
not	_	_
hesitate	PRED	PRED
to	_	_
contact	PRED	PRED
James	_	_
at	_	_
Team	_	_
Texas	_	_
Construction	_	_
.	_	_
The	_	_
new	_	_
management	_	PRED
is	PRED	PRED
tricky	_	PRED
and	_	_
talk	PRED	PRED
you	_	_
into	_	_
getting	_	PRED
video	_	_
rental	_	PRED
agreement	_	PRED
.	_	_
To	_	_
my	_	_
surprise	_	PRED
$	_	_
20	_	_
deposit	_	PRED
....	_	_
New	_	_
movies	_	_
not	_	_
on	_	_
shelf	_	_
..	_	_
under	_	_
the	_	_
counter	_	_
for	_	_
Telugu	_	_
Speaking	_	_
people	_	_
only	_	_
...	_	_
or	_	_
people	_	_
who	_	_
spend	PRED	PRED
$	_	_
30	_	_
or	_	_
more	_	_
groceries	_	_
..	_	_
That	_	_
did	PRED	PRED
it	_	_
for	_	_
me	_	_
..	_	_
no	_	_
more	_	_
Raina	_	_
's	_	_
.	_	_
Besides	_	_
parking	_	PRED
is	PRED	PRED
a	_	_
pain	_	_
..	_	_
cramped	_	_
and	_	_
un-ruly	_	_
with	_	_
Kumon	_	_
Parents	_	_
next	_	_
door	_	_
....	_	_
gives	PRED	PRED
me	_	_
heebee	_	_
gee	_	_
bees'	_	_
Small	_	_
Firm	_	_
with	_	_
Great	_	_
Service	_	PRED
Bloom	_	_
Legal	_	_
was	PRED	PRED
really	_	_
attentive	_	PRED
to	_	_
my	_	_
problem	_	_
,	_	_
and	_	_
Seth	_	_
Bloom	_	_
took	PRED	PRED
the	_	_
time	_	_
to	_	_
help	PRED	PRED
me	_	_
understand	PRED	PRED
the	_	_
legal	_	_
issue	_	PRED
I	_	_
was	PRED	PRED
dealing	_	PRED
with	_	_
.	_	_
I	_	_
much	_	_
preferred	PRED	PRED
the	_	_
one	_	_
-	_	_
on	_	_
-	_	_
one	_	_
service	_	PRED
here	_	_
to	_	_
the	_	_
experiences	_	PRED
I	_	_
've	PRED	PRED
had	PRED	_
with	_	_
bigger	_	_
offices	_	_
and	_	_
firms	_	_
.	_	_
While	_	_
I	_	_
hope	PRED	PRED
I	_	_
do	PRED	PRED
n't	_	_
have	PRED	PRED
any	_	_
need	_	PRED
for	_	_
a	_	_
lawyer	_	_
anytime	_	_
soon	_	_
,	_	_
if	_	_
I	_	_
do	PRED	PRED
I	_	_
'll	_	_
definitely	_	_
use	PRED	PRED
this	_	_
firm	_	_
again	_	_
.	_	_
Used	PRED	PRED
their	_	_
service	_	PRED
for	_	_
the	_	_
first	_	_
time	_	_
and	_	_
was	PRED	PRED
immediately	_	_
impressed	PRED	PRED
by	_	_
their	_	_
professionalism	_	_
(	_	_
received	PRED	PRED
a	_	_
phone	_	_
call	_	PRED
soon	_	_
after	_	_
order	_	PRED
was	PRED	PRED
placed	PRED	PRED
to	_	_
confirm	PRED	PRED
details	_	_
)	_	_
and	_	_
the	_	_
subsequent	_	_
delivery	_	PRED
of	_	_
my	_	_
gift	_	_
(	_	_
To	_	_
Split	_	_
,	_	_
Croatia	_	_
)	_	_
was	PRED	PRED
as	_	_
requested	PRED	PRED
.	_	_
The	_	_
gift	_	_
itself	_	_
was	PRED	PRED
exactly	_	_
as	_	_
described	PRED	PRED
and	_	_
pictured	PRED	PRED
in	_	_
the	_	_
catalogue	_	_
and	_	_
of	_	_
the	_	_
highest	_	_
standard	_	_
.	_	_
Would	_	_
highly	_	_
recommend	PRED	PRED
to	_	_
anyone	_	_
requiring	_	PRED
overseas	_	_
gift	_	_
delivery	_	PRED
.	_	_
I	_	_
LOVE	PRED	PRED
MY	_	_
GYM	_	_
!	_	_
FITNESS	_	_
UNLIMITED	_	_
is	PRED	PRED
a	_	_
second	_	_
home	_	_
to	_	_
a	_	_
lot	_	_
of	_	_
us	_	_
gym	_	_
members	_	_
who	_	_
work	PRED	PRED
out	_	_
daily	_	_
.	_	_
If	_	_
you	_	_
are	PRED	PRED
serious	_	PRED
about	_	_
working	_	PRED
out	_	_
in	_	_
a	_	_
non-commercial	_	_
like	_	_
atmosphere	_	_
then	_	_
you	_	_
have	PRED	PRED
chosen	PRED	PRED
the	_	_
best	_	_
place	_	_
to	_	_
be	PRED	PRED
.	_	_
This	_	_
is	PRED	PRED
the	_	_
most	_	_
humble	_	_
gym	_	_
you	_	_
will	_	_
every	_	_
step	PRED	PRED
into	_	_
....	_	_
if	_	_
you	_	_
dare	PRED	PRED
to	_	_
work	PRED	PRED
on	_	_
your	_	_
body	_	_
do	PRED	PRED
n't	_	_
be	PRED	PRED
surprised	_	PRED
when	_	_
you	_	_
see	PRED	PRED
how	_	_
addicting	_	_
going	_	PRED
to	_	_
FITNESS	_	_
UNLIMITED	_	_
can	_	_
be	PRED	PRED
!!	_	_
This	_	_
restaurant	_	_
is	PRED	PRED
over-rated	_	_
.	_	_
It	_	_
is	PRED	PRED
hard	_	PRED
to	_	_
find	PRED	PRED
...	_	_
and	_	_
the	_	_
mexican	_	_
food	_	_
is	PRED	PRED
bland	_	_
,	_	_
almost	_	_
equivalent	_	PRED
to	_	_
eating	_	PRED
out	_	_
of	_	_
a	_	_
can	_	_
.	_	_
The	_	_
service	_	PRED
is	PRED	PRED
poor	_	PRED
...	_	_
I	_	_
asked	PRED	PRED
for	_	_
a	_	_
fried	PRED	_
egg	_	_
on	_	_
my	_	_
enchiladas	_	_
...	_	_
and	_	_
did	PRED	PRED
not	_	_
get	PRED	PRED
it	_	_
.!	_	_
Secondly	_	_
,	_	_
the	_	_
enchladas	_	_
did	PRED	PRED
not	_	_
come	PRED	PRED
with	_	_
enchilada	_	_
sauce	_	_
..	_	_
but	_	_
chili	_	_
...	_	_
like	_	_
Hormel	_	_
's	_	_
chili	_	_
..	_	_
the	_	_
cheese	_	_
was	PRED	PRED
American	_	_
cheese	_	_
!	_	_
The	_	_
Chili	_	_
Relleno	_	_
..	_	_
had	PRED	PRED
no	_	_
batter	_	_
on	_	_
it	_	_
.	_	_
I	_	_
googled	PRED	PRED
restaurants	_	_
in	_	_
the	_	_
area	_	_
and	_	_
Fuji	_	_
Sushi	_	_
came	PRED	PRED
up	_	_
and	_	_
reviews	_	PRED
were	PRED	PRED
great	_	PRED
so	_	_
I	_	_
made	PRED	PRED
a	_	_
carry	PRED	PRED
out	_	_
order	_	PRED
of	_	_
:	_	_
L	_	_
17	_	_
.	_	_
Mixed	PRED	PRED
Tempura	_	_
.....................	_	_
8.25	_	_
Shrimp	_	_
or	_	_
vegetable	_	_
tempura	_	_
&	_	_
salad	_	_
.	_	_
I	_	_
was	PRED	PRED
very	_	_
happy	_	PRED
with	_	_
the	_	_
customer	_	_
service	_	PRED
and	_	_
even	_	_
more	_	_
please	_	_
with	_	_
the	_	_
portion	_	_
size	_	_
,	_	_
to	_	_
go	PRED	PRED
box	_	_
set	_	_
up	_	_
and	_	_
quality	_	_
of	_	_
the	_	_
food	_	_
for	_	_
the	_	_
price	_	PRED
.	_	_
I	_	_
'm	PRED	PRED
very	_	_
happy	_	PRED
and	_	_
will	_	_
definitely	_	_
dine	PRED	PRED
in	_	_
and	_	_
carry	PRED	PRED
out	_	_
again	_	_
.	_	_
Learn	PRED	PRED
from	_	_
a	_	_
Cesar	_	_
Gracie	_	_
black	_	_
belt	_	_
and	_	_
former	_	_
ufc	_	_
fighter	_	_
!	_	_
When	_	_
i	_	_
say	PRED	PRED
jiu	_	_
-	_	_
jitsu	_	_
or	_	_
mma	_	_
i	_	_
mean	PRED	PRED
it	_	_
!	_	_
Best	_	_
jiu	_	_
-	_	_
jitsu	_	_
mma	_	_
in	_	_
Santa	_	_
Rosa	_	_
and	_	_
i	_	_
have	PRED	PRED
the	_	_
experience	_	PRED
and	_	_
belt	_	_
to	_	_
back	PRED	PRED
it	_	_
up	_	_
!	_	_
When	_	_
you	_	_
come	PRED	PRED
to	_	_
ncfa	_	_
you	_	_
will	_	_
see	PRED	PRED
a	_	_
real	_	_
instructor	_	_
that	_	_
teaches	PRED	PRED
and	_	_
trains	PRED	PRED
everyday	_	_
!	_	_
If	_	_
your	_	_
coach	_	_
has	PRED	PRED
no	_	_
fights	_	PRED
and	_	_
you	_	_
never	_	_
see	PRED	PRED
him	_	_
train	PRED	PRED
and	_	_
sweat	PRED	PRED
something	_	_
is	PRED	PRED
wrong	_	PRED
!	_	_
Good	_	_
Pizza	_	_
at	_	_
a	_	_
good	_	_
price	_	PRED
I	_	_
just	_	_
moved	PRED	PRED
nearby	_	_
and	_	_
have	PRED	PRED
tried	PRED	PRED
several	_	_
of	_	_
the	_	_
local	_	_
places	_	_
,	_	_
this	_	_
was	PRED	PRED
the	_	_
first	_	_
one	_	_
and	_	_
I	_	_
should	_	_
have	PRED	PRED
just	_	_
stuck	PRED	PRED
with	_	_
it	_	_
.	_	_
The	_	_
pizza	_	_
is	PRED	PRED
usually	_	_
pretty	_	_
good	_	PRED
,	_	_
the	_	_
only	_	_
bad	_	_
one	_	_
we	_	_
got	PRED	PRED
was	PRED	PRED
on	_	_
a	_	_
Friday	_	_
night	_	_
and	_	_
it	_	_
just	_	_
needed	PRED	PRED
to	_	_
be	PRED	PRED
cooked	PRED	PRED
a	_	_
little	_	_
more	_	_
,	_	_
but	_	_
it	_	_
was	PRED	PRED
still	_	_
good	_	PRED
.	_	_
Their	_	_
BBQ	_	_
chicken	_	_
pizza	_	_
is	PRED	PRED
one	_	_
of	_	_
the	_	_
better	_	_
ones	_	_
I	_	_
have	PRED	PRED
ever	_	_
had	PRED	PRED
.	_	_
HORRIBLE	_	_
SERVICE	_	PRED
!!!	_	_
Absolute	_	_
horrible	_	_
service	_	PRED
